# idx_agent, opinion
    0,       0.44835095070483033
    1,        0.4514065093971484
    2,       0.48431671228617257
    3,       0.46925019863671635
    4,         0.453733047115472
    5,       0.44784017196049947
    6,       0.45968856445438155
    7,        0.4538308463327281
    8,        0.4676859082875683
    9,        0.4517684270253989
   10,       0.43902259614805406
   11,        0.4597273928764626
   12,       0.43629871873413084
   13,        0.4473921985553799
   14,       0.46264461060335216
   15,       0.47874930799569093
   16,        0.4380458303352459
   17,        0.4456237914119915
   18,        0.4502524725984998
   19,        0.4417908265978274
