# idx_agent, opinion
    0,       0.45085909095356663
    1,        0.4518162233264972
    2,       0.45253560946590093
    3,       0.45160762335377747
    4,       0.45100794797219734
    5,        0.4518572395123404
    6,        0.4517241884957686
    7,        0.4528875084829614
    8,        0.4526514130830598
    9,        0.4523831189833597
   10,       0.45126910549671306
   11,       0.45195323183533503
   12,       0.45360570724735655
   13,       0.45144031400432283
   14,        0.4517332199593487
   15,       0.45182176148810094
   16,       0.45233560739009054
   17,       0.45215939903850794
   18,       0.44996077389065586
   19,       0.45337824364147544
