# idx_agent, opinion
    0,        0.4520877070452688
    1,        0.4519834107205789
    2,       0.45178582345416535
    3,       0.45201799529137504
    4,       0.45166299010450306
    5,       0.45246875783456114
    6,        0.4520540097185373
    7,       0.45186761725365837
    8,        0.4519968049878632
    9,        0.4521125475235014
   10,       0.45200176745171683
   11,       0.45191056824762277
   12,       0.45257789747142557
   13,       0.45209643833583313
   14,        0.4521207868299939
   15,       0.45206158704920874
   16,       0.45219121137429863
   17,        0.4520638247219471
   18,       0.45204355536816276
   19,        0.4521213269421429
