# idx_agent, opinion
    0,        0.4487606864982912
    1,       0.45148786825917264
    2,       0.45662390104547435
    3,       0.45218274194905955
    4,       0.45096749996873087
    5,        0.4501133680401241
    6,        0.4527210722412112
    7,         0.455252078715753
    8,       0.45500800381884654
    9,        0.4519668189799326
   10,        0.4491980872796358
   11,       0.45321157893299346
   12,        0.4533072587807256
   13,        0.4497231915612158
   14,        0.4518880954710972
   15,        0.4540303089391186
   16,        0.4512155656300707
   17,       0.45117672258849334
   18,        0.4468690205637554
   19,        0.4540270028939369
