# idx_agent, opinion
    0,        0.4461314947894861
    1,        0.4511322709411836
    2,        0.4669870655000862
    3,         0.456149965901029
    4,        0.4517487765108746
    5,        0.4475629542540108
    6,       0.45590050092337914
    7,       0.45733491977968155
    8,       0.46085182442632805
    9,        0.4509856769510626
   10,       0.44468492326232156
   11,         0.456711845188635
   12,        0.4491324223104394
   13,        0.4471137992333065
   14,       0.45449172318362335
   15,        0.4619455057351207
   16,        0.4469071643349551
   17,        0.4487381939455507
   18,       0.44427099813591975
   19,       0.45186564856508793
