# idx_agent, opinion
    0,        0.5689379528737374
    1,        0.3894233474335517
    2,       0.26146983020397085
    3,         0.493001667679008
    4,       0.42757753194231396
    5,       0.48829717778734927
    6,        0.3940603119468116
    7,        0.3518650099433384
    8,       0.24269704803092576
    9,        0.5115360156266289
   10,        0.4161945171546869
   11,       0.29457367223713377
   12,         0.506642658831436
   13,        0.6177973953206688
   14,        0.5387458676798187
   15,        0.4961378448256392
   16,        0.4663140222191673
   17,        0.5563068594866628
   18,        0.7889808138189459
   19,        0.4998726721013932
