# idx_agent, opinion
    0,        0.4518149160601065
    1,       0.45194836211232614
    2,         0.451641403333472
    3,       0.45181220330651406
    4,        0.4513495316693515
    5,       0.45244975592728987
    6,         0.451824732285949
    7,        0.4519192945911288
    8,       0.45206308481801005
    9,       0.45227777893953625
   10,       0.45188440975855254
   11,       0.45181120005637876
   12,        0.4530479051023597
   13,       0.45204667263483644
   14,        0.4520199947255287
   15,        0.4517746177552177
   16,       0.45233589104502087
   17,       0.45223046848213144
   18,       0.45156320008185996
   19,        0.4525168105594926
